Crop type,Season,Year,State,District,Annual rainfall (mm),Cultivated area (hectares),Total production (tonnes),Pesticide and fertilizer used (kg/hectare),Yield (tonnes/hectare)
Coffee,Rabi,2000-2001,Odisha,Koraput,1530.86,16575,25691.25,204.12,1.55
Cashew,Kharif,2005-2006,Odisha,Gajapati,1572.16,26394,39063.12,197.78,1.48
Banana,Rabi,2009-2010,Odisha,Jajpur,1271.95,28551,844538.58,151.48,29.58
Oil Palm,Kharif,2001-2002,Odisha,Koraput,1466.82,7954,11056.06,172.38,1.39
Black Pepper,Rabi,2017-2018,Odisha,Bargarh,1436.47,506,860.2,129.52,1.7
Exotic Vegetables,Rabi,2008-2009,Odisha,Malkangiri,1413.58,8323,13816.18,251.1,1.66
Lentil,Rabi,2022-2023,Odisha,Deogarh,1171.21,41551,62742.01,225.13,1.51
Sugarcane,Kharif,2005-2006,Odisha,Nuapada,1533.45,9302,752438.78,113.46,80.89
Sunflower,Kharif,2018-2019,Odisha,Nayagarh,1699.94,18293,31463.96,123.95,1.72
Turmeric,Rabi,2000-2001,Odisha,Nayagarh,1659.28,20413,29802.98,124.49,1.46
Potato,Kharif,2020-2021,Odisha,Subarnapur,1040.65,15366,325605.54,231.2,21.19
Coffee,Kharif,2013-2014,Odisha,Puri,1424.16,21893,34153.08,184.77,1.56
Sugarcane,Kharif,2004-2005,Odisha,Nabarangpur,1259.77,9491,744663.86,162.35,78.46
Sapota,Kharif,2023-2024,Odisha,Rayagada,1388.96,23007,43253.16,100.75,1.88
Coriander,Kharif,2022-2023,Odisha,Balangir,1100.02,14373,24577.83,218.64,1.71
Mustard,Rabi,2017-2018,Odisha,Deogarh,1354.61,24577,40306.28,94.7,1.64
Onion,Kharif,2000-2001,Odisha,Jajpur,1354.13,5418,7097.58,191.3,1.31
Ginger,Rabi,2001-2002,Odisha,Koraput,1282.15,21176,32399.28,132.91,1.53
Rice (Paddy),Kharif,2018-2019,Odisha,Dhenkanal,1672.27,141990,494125.2,229.91,3.48
Brinjal (Eggplant),Kharif,2019-2020,Odisha,Mayurbhanj,1416.5,23374,42774.42,170.21,1.83
Mesta,Rabi,2012-2013,Odisha,Khordha,1376.77,19310,30896.0,132.07,1.6
Onion,Rabi,2020-2021,Odisha,Nuapada,1510.32,13633,21812.8,129.85,1.6
Cabbage,Kharif,2012-2013,Odisha,Boudh,1444.46,31339,54216.47,191.5,1.73
Exotic Vegetables,Rabi,2006-2007,Odisha,Koraput,1543.19,27176,40220.48,124.43,1.48
Oil Palm,Rabi,2020-2021,Odisha,Bhadrak,1541.96,20879,36955.83,186.39,1.77
Linseed,Rabi,2001-2002,Odisha,Kandhamal,1419.49,21415,32550.8,234.15,1.52
Groundnut,Rabi,2012-2013,Odisha,Puri,1462.63,28239,47723.91,90.72,1.69
Cardamom,Kharif,2010-2011,Odisha,Koraput,1457.41,14164,23795.52,221.78,1.68
Rice (Paddy),Kharif,2013-2014,Odisha,Kandhamal,1370.98,188394,655611.12,144.09,3.48
Rice (Paddy),Kharif,2008-2009,Odisha,Jajpur,1614.39,224944,879531.04,232.03,3.91
Maize,Kharif,2022-2023,Odisha,Keonjhar,1325.07,97001,316223.26,179.49,3.26
Jackfruit,Kharif,2014-2015,Odisha,Nuapada,1474.89,20319,32307.21,95.35,1.59
Oranges & Limes,Rabi,2000-2001,Odisha,Cuttack,1397.08,25301,37445.48,81.03,1.48
Bajra (Pearl Millet),Kharif,2009-2010,Odisha,Dhenkanal,1342.03,18922,28572.22,254.27,1.51
Kulthi (Horse Gram),Rabi,2013-2014,Odisha,Keonjhar,1492.61,19074,33760.98,207.6,1.77
Ragi (Finger Millet),Rabi,2008-2009,Odisha,Puri,1261.81,28420,48314.0,157.61,1.7
Onion,Rabi,2008-2009,Odisha,Malkangiri,1480.94,22874,35454.7,153.47,1.55
Kulthi (Horse Gram),Rabi,2018-2019,Odisha,Balangir,1657.84,23640,44916.0,206.1,1.9
Litchi,Rabi,2009-2010,Odisha,Gajapati,1542.16,22892,37771.8,179.85,1.65
Mango,Kharif,2018-2019,Odisha,Angul,1688.81,26613,44975.97,212.8,1.69
Wheat,Rabi,2017-2018,Odisha,Malkangiri,1636.5,27205,69372.75,169.38,2.55
Cauliflower,Kharif,2020-2021,Odisha,Keonjhar,1455.18,17739,27318.06,169.72,1.54
Coffee,Kharif,2000-2001,Odisha,Bhadrak,1591.8,8187,11216.19,116.58,1.37
Cowpea,Rabi,2019-2020,Odisha,Khordha,1293.63,21275,37231.25,171.76,1.75
Tomato,Rabi,2005-2006,Odisha,Boudh,1565.8,31924,52355.36,130.47,1.64
Black Pepper,Kharif,2007-2008,Odisha,Nuapada,1537.41,16155,25524.9,117.64,1.58
Castor,Kharif,2010-2011,Odisha,Koraput,1455.76,20291,32059.78,85.47,1.58
Garlic,Kharif,2017-2018,Odisha,Khordha,1423.4,20009,37216.74,96.09,1.86
Cabbage,Kharif,2003-2004,Odisha,Malkangiri,1405.33,22685,36522.85,104.43,1.61
Cashew,Kharif,2023-2024,Odisha,Kalahandi,1658.63,17989,28782.4,175.78,1.6
Guava,Kharif,2021-2022,Odisha,Jharsuguda,1479.99,13914,25601.76,101.08,1.84
Oranges & Limes,Kharif,2024-2025,Odisha,Mayurbhanj,949.32,21335,37122.9,231.27,1.74
Chilli,Rabi,2015-2016,Odisha,Kendrapara,1638.39,11293,17165.36,150.35,1.52
Onion,Kharif,2002-2003,Odisha,Nabarangpur,1325.82,19246,30216.22,205.76,1.57
Lentil,Rabi,2002-2003,Odisha,Gajapati,1749.28,6771,9885.66,184.07,1.46
Banana,Kharif,2019-2020,Odisha,Keonjhar,1562.46,28220,860710.0,256.51,30.5
Groundnut,Rabi,2010-2011,Odisha,Jajpur,1254.65,19400,31234.0,239.43,1.61
Cowpea,Rabi,2004-2005,Odisha,Rayagada,1306.64,9838,15544.04,245.21,1.58
Cowpea,Kharif,2013-2014,Odisha,Sundargarh,1387.14,15302,24483.2,197.99,1.6
Rubber,Rabi,2004-2005,Odisha,Mayurbhanj,1620.25,23941,36390.32,118.16,1.52
Cardamom,Kharif,2018-2019,Odisha,Mayurbhanj,1404.96,28939,53537.15,245.66,1.85
Small Millets,Rabi,2003-2004,Odisha,Kendrapara,1598.85,11424,17021.76,97.92,1.49
Coconut,Rabi,2019-2020,Odisha,Mayurbhanj,1646.22,32999,56758.28,103.01,1.72
Maize,Rabi,2004-2005,Odisha,Khordha,1323.27,47197,141119.03,129.06,2.99
Onion,Kharif,2015-2016,Odisha,Balangir,1346.96,10025,16340.75,92.41,1.63
Small Millets,Rabi,2005-2006,Odisha,Kendrapara,1517.62,29574,46726.92,212.17,1.58
Sapota,Rabi,2019-2020,Odisha,Mayurbhanj,1351.36,25684,42121.76,91.84,1.64
Jute,Kharif,2022-2023,Odisha,Balangir,1591.34,10917,28275.03,229.25,2.59
Litchi,Rabi,2018-2019,Odisha,Deogarh,1765.89,23275,40731.25,99.82,1.75
Gram (Chickpea),Rabi,2024-2025,Odisha,Angul,1422.28,6806,11842.44,93.96,1.74
Biri (Black Gram),Rabi,2006-2007,Odisha,Kalahandi,1053.4,8627,12767.96,148.83,1.48
Small Millets,Kharif,2006-2007,Odisha,Nabarangpur,1816.78,10700,14659.0,189.77,1.37
Banana,Rabi,2001-2002,Odisha,Balangir,1253.91,21707,637534.59,231.43,29.37
Litchi,Kharif,2022-2023,Odisha,Nabarangpur,1419.99,20705,39960.65,101.08,1.93
Sugarcane,Kharif,2024-2025,Odisha,Nabarangpur,1499.18,9445,761833.7,171.99,80.66
Tomato,Kharif,2022-2023,Odisha,Cuttack,1488.58,15883,30495.36,210.32,1.92
Mango,Rabi,2004-2005,Odisha,Bhadrak,1207.46,20788,32637.16,196.43,1.57
Guava,Rabi,2002-2003,Odisha,Sundargarh,1371.53,11607,17758.71,85.88,1.53
Potato,Kharif,2019-2020,Odisha,Nuapada,1295.8,17110,374195.7,152.29,21.87
Groundnut,Kharif,2003-2004,Odisha,Angul,1750.64,12083,17520.35,229.48,1.45
Black Pepper,Kharif,2018-2019,Odisha,Koraput,1345.66,14873,26473.94,108.64,1.78
Chilli,Kharif,2017-2018,Odisha,Bhadrak,1190.04,17023,26896.34,100.97,1.58
Castor,Rabi,2004-2005,Odisha,Puri,1512.45,12951,19037.97,227.49,1.47
Rubber,Kharif,2008-2009,Odisha,Cuttack,1642.85,11217,19181.07,217.78,1.71
Linseed,Rabi,2004-2005,Odisha,Malkangiri,1128.31,20128,30997.12,237.58,1.54
Niger,Kharif,2018-2019,Odisha,Nuapada,1630.05,29773,53591.4,145.45,1.8
Cotton,Kharif,2012-2013,Odisha,Dhenkanal,1439.74,70589,40941.62,180.02,0.58
Black Pepper,Kharif,2017-2018,Odisha,Malkangiri,1493.76,24071,38754.31,117.89,1.61
Tomato,Rabi,2013-2014,Odisha,Nuapada,1330.61,12900,21414.0,249.8,1.66
Potato,Kharif,2019-2020,Odisha,Gajapati,1304.71,11608,254911.68,150.8,21.96
Papaya,Rabi,2003-2004,Odisha,Balasore,1589.86,32981,1169176.45,178.44,35.45
Onion,Kharif,2005-2006,Odisha,Mayurbhanj,1451.29,17509,28889.85,128.85,1.65
Onion,Kharif,2002-2003,Odisha,Nabarangpur,1721.73,16738,26111.28,178.64,1.56
Litchi,Kharif,2004-2005,Odisha,Cuttack,1582.59,16116,26591.4,145.78,1.65
Biri (Black Gram),Rabi,2003-2004,Odisha,Ganjam,1360.08,27732,51026.88,87.31,1.84
Cotton,Kharif,2007-2008,Odisha,Nabarangpur,1491.1,33919,17637.88,183.91,0.52
Cotton,Rabi,2020-2021,Odisha,Balangir,1688.67,59297,45658.69,226.25,0.77
Cauliflower,Kharif,2020-2021,Odisha,Gajapati,1474.15,11328,18238.08,190.01,1.61
Tea,Rabi,2020-2021,Odisha,Kalahandi,1251.71,39301,64846.65,193.86,1.65
Rice (Paddy),Rabi,2005-2006,Odisha,Jajpur,1329.67,171173,600817.23,206.87,3.51
Banana,Rabi,2007-2008,Odisha,Dhenkanal,1557.51,12318,374097.66,127.87,30.37
Oranges & Limes,Rabi,2014-2015,Odisha,Boudh,1636.71,34933,57988.78,243.5,1.66
Mango,Kharif,2008-2009,Odisha,Jajpur,1460.41,25119,38683.26,151.79,1.54
Gourds,Rabi,2005-2006,Odisha,Nabarangpur,1409.37,9176,14498.08,194.99,1.58
Small Millets,Kharif,2008-2009,Odisha,Balasore,1328.3,8338,12423.62,182.54,1.49
Linseed,Rabi,2004-2005,Odisha,Kendrapara,1289.25,18565,27104.9,127.61,1.46
Field Pea,Rabi,2014-2015,Odisha,Koraput,1338.61,14794,23078.64,172.97,1.56
Chilli,Rabi,2004-2005,Odisha,Kendrapara,1411.89,12312,17852.4,109.48,1.45
Mango,Rabi,2000-2001,Odisha,Bhadrak,1448.62,19920,30676.8,204.5,1.54
Oranges & Limes,Rabi,2001-2002,Odisha,Rayagada,1707.81,25918,41209.62,107.06,1.59
Oranges & Limes,Kharif,2014-2015,Odisha,Sambalpur,1578.11,16253,25354.68,208.02,1.56
Cardamom,Kharif,2004-2005,Odisha,Kalahandi,1400.78,24256,32503.04,150.91,1.34
Cashew,Rabi,2009-2010,Odisha,Jagatsinghapur,1539.18,14941,24802.06,115.97,1.66
Litchi,Kharif,2009-2010,Odisha,Boudh,1765.53,36200,58644.0,98.23,1.62
Field Pea,Rabi,2009-2010,Odisha,Bargarh,1434.3,18022,22347.28,145.62,1.24
Sapota,Rabi,2006-2007,Odisha,Jagatsinghapur,1476.38,30832,48714.56,235.62,1.58
Field Pea,Rabi,2019-2020,Odisha,Subarnapur,1134.01,500,795.0,145.68,1.59
Cauliflower,Kharif,2001-2002,Odisha,Puri,1460.25,14872,24092.64,137.17,1.62
Chilli,Rabi,2007-2008,Odisha,Jajpur,1069.21,19240,29822.0,211.27,1.55
Lentil,Rabi,2005-2006,Odisha,Sambalpur,1441.51,10764,14854.32,241.06,1.38
Kulthi (Horse Gram),Rabi,2017-2018,Odisha,Subarnapur,1484.12,28166,44502.28,91.13,1.58
Tobacco,Rabi,2003-2004,Odisha,Dhenkanal,1352.92,24948,37172.52,85.84,1.49
Mango,Rabi,2014-2015,Odisha,Malkangiri,1324.98,13524,22449.84,237.85,1.66
Cardamom,Kharif,2020-2021,Odisha,Dhenkanal,1264.98,29257,50322.04,181.69,1.72
Chilli,Rabi,2002-2003,Odisha,Cuttack,1351.21,28468,45833.48,163.94,1.61
Mesta,Rabi,2006-2007,Odisha,Boudh,1311.2,18194,28564.58,235.93,1.57
Black Pepper,Kharif,2019-2020,Odisha,Jagatsinghapur,1403.4,40024,73243.92,92.26,1.83
Maize,Rabi,2024-2025,Odisha,Jagatsinghapur,1478.57,49569,162090.63,97.62,3.27
Arhar (Pigeon Pea),Kharif,2019-2020,Odisha,Balasore,1412.34,21692,34056.44,165.66,1.57
Oil Palm,Kharif,2022-2023,Odisha,Bargarh,1570.39,23032,38233.12,210.42,1.66
Small Millets,Kharif,2015-2016,Odisha,Boudh,1822.78,12979,21415.35,209.68,1.65
Tea,Rabi,2011-2012,Odisha,Dhenkanal,1482.06,22908,35965.56,219.22,1.57
Ginger,Rabi,2023-2024,Odisha,Sundargarh,1375.84,28004,50127.16,223.18,1.79
Rubber,Rabi,2012-2013,Odisha,Sundargarh,1530.54,23329,39659.3,225.47,1.7
Sunflower,Rabi,2009-2010,Odisha,Nuapada,1520.88,27389,47656.86,240.44,1.74
Papaya,Kharif,2010-2011,Odisha,Koraput,1142.39,23469,794895.03,92.19,33.87
Cashew,Rabi,2004-2005,Odisha,Sambalpur,1314.57,6692,9770.32,111.78,1.46
Rubber,Kharif,2020-2021,Odisha,Dhenkanal,1583.1,25923,48476.01,256.2,1.87
Gourds,Kharif,2008-2009,Odisha,Ganjam,1285.59,32709,52007.31,156.83,1.59
Cabbage,Kharif,2004-2005,Odisha,Deogarh,1249.41,15881,21121.73,144.77,1.33
Tea,Rabi,2014-2015,Odisha,Mayurbhanj,1613.57,28565,48846.15,210.79,1.71
Cotton,Kharif,2007-2008,Odisha,Boudh,1305.5,56882,39817.4,115.27,0.7
Coffee,Rabi,2011-2012,Odisha,Jajpur,1364.95,14248,21941.92,105.29,1.54
Banana,Rabi,2003-2004,Odisha,Bhadrak,1328.71,36874,1092945.36,107.61,29.64
Mesta,Kharif,2023-2024,Odisha,Balasore,1548.71,30681,51237.27,221.16,1.67
Coffee,Kharif,2002-2003,Odisha,Angul,1350.55,21043,32195.79,122.73,1.53
Jowar (Sorghum),Rabi,2011-2012,Odisha,Angul,1493.95,13793,24827.4,152.35,1.8
Papaya,Kharif,2002-2003,Odisha,Koraput,1532.9,40861,1443619.13,172.83,35.33
Oil Palm,Kharif,2023-2024,Odisha,Sambalpur,1067.22,13675,24615.0,167.13,1.8
Mustard,Kharif,2003-2004,Odisha,Jharsuguda,1500.31,30335,53996.3,90.57,1.78
Castor,Rabi,2019-2020,Odisha,Keonjhar,1490.67,27685,44572.85,160.73,1.61
Sweet Potato,Kharif,2016-2017,Odisha,Mayurbhanj,1430.98,29903,48143.83,241.27,1.61
Cowpea,Kharif,2016-2017,Odisha,Keonjhar,1592.35,19789,35224.42,155.61,1.78
Garlic,Kharif,2004-2005,Odisha,Bargarh,1549.65,20235,30150.15,220.54,1.49
Coriander,Kharif,2002-2003,Odisha,Nayagarh,1541.94,16553,24829.5,213.83,1.5
Okra (Bhendi),Rabi,2007-2008,Odisha,Sundargarh,1321.1,15195,22032.75,229.2,1.45
Groundnut,Kharif,2005-2006,Odisha,Khordha,1566.69,5304,8221.2,105.72,1.55
Sugarcane,Rabi,2006-2007,Odisha,Khordha,1659.71,9563,781392.73,216.28,81.71
Exotic Vegetables,Kharif,2012-2013,Odisha,Kandhamal,1463.39,12575,17856.5,234.37,1.42
Cauliflower,Kharif,2006-2007,Odisha,Keonjhar,1399.52,12282,20879.4,115.92,1.7
Cabbage,Rabi,2006-2007,Odisha,Keonjhar,1805.04,21103,33975.83,207.15,1.61
Rice (Paddy),Rabi,2024-2025,Odisha,Bargarh,1268.75,61858,230730.34,155.11,3.73
Tobacco,Rabi,2023-2024,Odisha,Koraput,1354.78,27799,49204.23,178.45,1.77
Cabbage,Rabi,2012-2013,Odisha,Malkangiri,1410.97,25271,40686.31,213.75,1.61
Sapota,Kharif,2022-2023,Odisha,Koraput,1278.76,28012,46219.8,193.36,1.65
Ginger,Rabi,2024-2025,Odisha,Kendrapara,1436.16,10790,19745.7,254.97,1.83
Banana,Kharif,2004-2005,Odisha,Subarnapur,1506.38,9088,274366.72,149.58,30.19
Onion,Kharif,2001-2002,Odisha,Angul,1421.5,21765,30035.7,151.97,1.38
Coffee,Kharif,2024-2025,Odisha,Jharsuguda,1620.02,20628,33623.64,166.73,1.63
Brinjal (Eggplant),Kharif,2002-2003,Odisha,Nuapada,1184.85,22965,32380.65,104.02,1.41
Black Pepper,Rabi,2011-2012,Odisha,Jagatsinghapur,1694.44,25167,37247.16,193.74,1.48
Field Pea,Rabi,2004-2005,Odisha,Bargarh,1240.01,13339,21075.62,240.53,1.58
Rubber,Kharif,2019-2020,Odisha,Mayurbhanj,1265.03,30783,46790.16,113.9,1.52
Niger,Rabi,2009-2010,Odisha,Boudh,1465.06,15917,27536.41,90.94,1.73
Pineapple,Rabi,2004-2005,Odisha,Koraput,1471.39,27718,39082.38,138.86,1.41
Kulthi (Horse Gram),Rabi,2015-2016,Odisha,Subarnapur,1368.54,8788,15466.88,199.4,1.76
Coffee,Kharif,2017-2018,Odisha,Kalahandi,1687.01,21541,39204.62,135.81,1.82
Cabbage,Rabi,2022-2023,Odisha,Deogarh,1408.02,21366,32049.0,110.75,1.5
Mung (Green Gram),Kharif,2000-2001,Odisha,Jajpur,1540.16,14877,23654.43,102.47,1.59
Cardamom,Rabi,2004-2005,Odisha,Gajapati,1184.66,15051,23931.09,117.78,1.59
Gram (Chickpea),Rabi,2018-2019,Odisha,Nayagarh,1502.86,28552,44826.64,221.79,1.57
Lentil,Rabi,2005-2006,Odisha,Nuapada,1345.17,27015,42953.85,184.76,1.59
Ragi (Finger Millet),Rabi,2002-2003,Odisha,Boudh,1554.28,39320,58980.0,215.56,1.5
Sapota,Kharif,2019-2020,Odisha,Bhadrak,1455.65,14693,22333.36,122.15,1.52
Papaya,Kharif,2012-2013,Odisha,Dhenkanal,1681.98,19731,708934.83,149.92,35.93
Niger,Rabi,2022-2023,Odisha,Nabarangpur,1577.81,28403,48285.1,217.98,1.7
Chilli,Kharif,2005-2006,Odisha,Keonjhar,1578.06,13060,19328.8,101.71,1.48
Pumpkin,Rabi,2011-2012,Odisha,Kandhamal,1506.51,12948,22529.52,176.3,1.74
Sugarcane,Rabi,2009-2010,Odisha,Khordha,1332.84,7863,623142.75,238.01,79.25
Potato,Kharif,2003-2004,Odisha,Puri,1468.76,21668,476262.64,212.69,21.98
Chilli,Kharif,2011-2012,Odisha,Malkangiri,1449.24,15484,24155.04,216.27,1.56
Cauliflower,Rabi,2024-2025,Odisha,Sambalpur,1481.67,29276,48890.92,168.12,1.67
Mustard,Rabi,2017-2018,Odisha,Khordha,1413.98,18454,32109.96,221.77,1.74
Chilli,Kharif,2012-2013,Odisha,Jagatsinghapur,1536.14,13572,22122.36,197.62,1.63
Chilli,Rabi,2014-2015,Odisha,Gajapati,1634.61,22880,38209.6,117.87,1.67
Groundnut,Rabi,2003-2004,Odisha,Angul,1303.59,6223,9645.65,212.7,1.55
Groundnut,Rabi,2009-2010,Odisha,Dhenkanal,1363.83,23682,37417.56,230.32,1.58
Coconut,Rabi,2024-2025,Odisha,Mayurbhanj,1096.2,9889,16613.52,115.72,1.68
Tobacco,Kharif,2016-2017,Odisha,Balasore,1421.77,9529,15436.98,173.77,1.62
Brinjal (Eggplant),Rabi,2024-2025,Odisha,Jajpur,1523.47,22832,39727.68,219.67,1.74
Papaya,Rabi,2002-2003,Odisha,Sambalpur,1306.18,17870,617765.9,246.99,34.57
Coconut,Rabi,2015-2016,Odisha,Boudh,1345.09,25853,40072.15,123.27,1.55
Lentil,Rabi,2011-2012,Odisha,Koraput,1785.38,23992,35508.16,155.39,1.48
Garlic,Rabi,2005-2006,Odisha,Rayagada,1574.59,27404,44668.52,149.96,1.63
Oranges & Limes,Kharif,2023-2024,Odisha,Khordha,1314.34,2651,4692.27,175.14,1.77
Bajra (Pearl Millet),Kharif,2003-2004,Odisha,Malkangiri,1364.29,12497,19245.38,250.77,1.54
Bajra (Pearl Millet),Rabi,2019-2020,Odisha,Deogarh,1375.57,23142,40267.08,122.43,1.74
Litchi,Rabi,2018-2019,Odisha,Khordha,1599.28,23862,40804.02,98.57,1.71
Onion,Rabi,2013-2014,Odisha,Nuapada,1537.88,12950,18259.5,127.5,1.41
Groundnut,Rabi,2018-2019,Odisha,Kalahandi,1661.85,3233,5108.14,112.7,1.58
Garlic,Kharif,2019-2020,Odisha,Kandhamal,1573.51,6118,11991.28,173.41,1.96
Jowar (Sorghum),Rabi,2008-2009,Odisha,Cuttack,1248.29,16971,22910.85,124.06,1.35
Castor,Kharif,2010-2011,Odisha,Bhadrak,1537.03,28139,44178.23,127.18,1.57
Black Pepper,Rabi,2018-2019,Odisha,Malkangiri,1467.01,36520,52588.8,161.12,1.44
Chilli,Kharif,2022-2023,Odisha,Nuapada,1515.42,22541,41024.62,157.02,1.82
Gram (Chickpea),Kharif,2012-2013,Odisha,Bhadrak,1347.62,16402,25259.08,224.98,1.54
Garlic,Kharif,2019-2020,Odisha,Rayagada,1441.33,25555,39099.15,153.27,1.53
Okra (Bhendi),Kharif,2014-2015,Odisha,Ganjam,1507.83,7435,12936.9,171.39,1.74
Tomato,Rabi,2005-2006,Odisha,Bargarh,1444.54,21423,34491.03,241.27,1.61
Sugarcane,Rabi,2010-2011,Odisha,Jharsuguda,1278.55,7437,585068.79,92.32,78.67
Coffee,Kharif,2016-2017,Odisha,Angul,1422.56,6062,9941.68,180.77,1.64
Coconut,Rabi,2006-2007,Odisha,Angul,1626.63,23400,39078.0,250.81,1.67
Onion,Kharif,2013-2014,Odisha,Nayagarh,1548.0,28895,51433.1,142.5,1.78
Potato,Rabi,2000-2001,Odisha,Balangir,1373.56,22206,483868.74,233.55,21.79
Castor,Rabi,2020-2021,Odisha,Balasore,1702.73,32653,57142.75,138.59,1.75
Cauliflower,Rabi,2003-2004,Odisha,Jharsuguda,1375.07,5095,8101.05,114.96,1.59
Gourds,Rabi,2002-2003,Odisha,Kalahandi,1381.67,9581,14850.55,224.02,1.55
Wheat,Rabi,2021-2022,Odisha,Deogarh,1402.21,22267,56558.18,134.48,2.54
Black Pepper,Kharif,2001-2002,Odisha,Subarnapur,1473.95,12304,16733.44,134.16,1.36
Exotic Vegetables,Rabi,2006-2007,Odisha,Kandhamal,1348.62,37950,58063.5,197.8,1.53
Tobacco,Rabi,2001-2002,Odisha,Angul,1473.14,12360,18292.8,162.76,1.48
Turmeric,Kharif,2008-2009,Odisha,Nabarangpur,1494.21,16001,24161.51,98.53,1.51
Linseed,Kharif,2023-2024,Odisha,Cuttack,1439.75,19046,31997.28,117.28,1.68
Cashew,Kharif,2000-2001,Odisha,Deogarh,1803.64,31777,46076.65,109.62,1.45
Jute,Kharif,2002-2003,Odisha,Boudh,1324.54,20676,53550.84,228.23,2.59
Mustard,Kharif,2024-2025,Odisha,Jagatsinghapur,1575.85,15813,26407.71,94.02,1.67
Gourds,Rabi,2007-2008,Odisha,Bhadrak,1359.43,28290,37625.7,192.22,1.33
Sugarcane,Rabi,2004-2005,Odisha,Bhadrak,1286.92,7897,621414.93,215.5,78.69
Sapota,Kharif,2011-2012,Odisha,Balangir,1512.55,16526,28755.24,123.03,1.74
Bajra (Pearl Millet),Rabi,2004-2005,Odisha,Subarnapur,1297.2,27869,41524.81,236.8,1.49
Linseed,Rabi,2006-2007,Odisha,Malkangiri,1078.11,16657,24152.65,142.0,1.45
Cardamom,Kharif,2004-2005,Odisha,Rayagada,1465.59,24777,38404.35,233.46,1.55
Cabbage,Kharif,2012-2013,Odisha,Nayagarh,1518.12,22744,34116.0,156.65,1.5
Sapota,Rabi,2011-2012,Odisha,Angul,1573.79,25171,40525.31,110.25,1.61
Cardamom,Rabi,2014-2015,Odisha,Jajpur,1497.85,19858,34552.92,234.21,1.74
Jowar (Sorghum),Kharif,2006-2007,Odisha,Angul,1451.71,20438,32905.18,245.14,1.61
Coconut,Rabi,2024-2025,Odisha,Rayagada,1599.46,19246,35220.18,173.03,1.83
Kulthi (Horse Gram),Kharif,2003-2004,Odisha,Sambalpur,1544.58,11000,19250.0,186.71,1.75
Wheat,Kharif,2024-2025,Odisha,Balangir,1468.59,31669,77272.36,126.57,2.44
Coffee,Rabi,2000-2001,Odisha,Kandhamal,1772.0,21319,36668.68,94.67,1.72
Tea,Rabi,2012-2013,Odisha,Mayurbhanj,1532.56,32636,50912.16,114.35,1.56
Coffee,Rabi,2004-2005,Odisha,Balangir,1622.04,25260,41173.8,91.48,1.63
Sapota,Kharif,2000-2001,Odisha,Nuapada,1044.99,12247,18125.56,115.08,1.48
Oranges & Limes,Rabi,2013-2014,Odisha,Khordha,1460.39,9610,16337.0,113.73,1.7
Pineapple,Kharif,2005-2006,Odisha,Nabarangpur,1601.74,13817,22521.71,165.14,1.63
Biri (Black Gram),Kharif,2003-2004,Odisha,Puri,1709.56,19936,36482.88,235.69,1.83
Turmeric,Rabi,2000-2001,Odisha,Koraput,1358.09,24644,35733.8,194.22,1.45
Onion,Kharif,2015-2016,Odisha,Angul,1381.99,17153,26930.21,237.54,1.57
Potato,Rabi,2022-2023,Odisha,Jagatsinghapur,1435.99,12123,268403.22,186.82,22.14
Mustard,Kharif,2010-2011,Odisha,Keonjhar,1459.49,11715,18626.85,213.7,1.59
Tea,Kharif,2008-2009,Odisha,Subarnapur,1631.89,22286,37217.62,186.41,1.67
Cashew,Rabi,2009-2010,Odisha,Sambalpur,1477.44,13326,21055.08,159.14,1.58
Okra (Bhendi),Rabi,2012-2013,Odisha,Boudh,1330.64,30664,51208.88,214.75,1.67
Banana,Rabi,2024-2025,Odisha,Kandhamal,1332.5,22260,664238.4,185.41,29.84
Arhar (Pigeon Pea),Rabi,2008-2009,Odisha,Rayagada,1468.59,21659,34654.4,126.66,1.6
Rice (Paddy),Kharif,2001-2002,Odisha,Sambalpur,1410.91,122987,441523.33,145.61,3.59
Jute,Kharif,2005-2006,Odisha,Mayurbhanj,1371.6,20092,53444.72,88.58,2.66
Litchi,Rabi,2019-2020,Odisha,Khordha,1417.88,13493,21993.59,178.49,1.63
Chilli,Rabi,2015-2016,Odisha,Jharsuguda,1397.57,19342,30173.52,127.21,1.56
Cowpea,Rabi,2018-2019,Odisha,Boudh,1236.68,11141,20053.8,198.3,1.8
Coconut,Rabi,2003-2004,Odisha,Khordha,1296.35,18976,27894.72,106.39,1.47
Arhar (Pigeon Pea),Kharif,2013-2014,Odisha,Jagatsinghapur,1542.8,18588,29740.8,161.28,1.6
Oil Palm,Kharif,2008-2009,Odisha,Khordha,1501.19,6720,10416.0,91.64,1.55
Tobacco,Rabi,2015-2016,Odisha,Sundargarh,1329.66,12986,22595.64,139.32,1.74
Onion,Rabi,2002-2003,Odisha,Nayagarh,1739.63,20941,32249.14,220.57,1.54
Mustard,Kharif,2023-2024,Odisha,Keonjhar,1475.79,21496,41057.36,145.93,1.91
Rubber,Rabi,2008-2009,Odisha,Khordha,1523.24,20974,32719.44,175.88,1.56
Guava,Kharif,2009-2010,Odisha,Sambalpur,1725.36,23205,37360.05,201.74,1.61
Sunflower,Rabi,2018-2019,Odisha,Jajpur,1417.44,25240,40636.4,133.09,1.61
Sapota,Kharif,2003-2004,Odisha,Malkangiri,1203.16,24856,36538.32,186.1,1.47
